id,name,reitDollarsInvestedInElement,reitName,reitId,strategy,reitName.1,coverPhotoUrl,thumbnailUrl,status,projectType,address,city,state,zip,lat,lon,submarket,structure,realizedReturn,totalSize,acquisitionDate,exitDate,blendedReturnProjection,annualInterestRate,projectedReturnLowerBound,projectedReturnUpperBound,returnRateType,riskScore,rating,inScopeForInvestorSubmissions,market,geoJson
240,Real estate debt,3000000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/240/d55e1a43-3ca3-4988-bfa3-d4b344ac10e5.jpg,images/reit-elements/240/ea1214de-1cb8-4a98-a3ac-24a1d2c1a7b7.jpg,ACTIVE,Real estate debt,4927 Washington Boulevard,Los Angeles,CA,90016.0,34.040608,-118.34707,Mid-City,0.0,3000000,2019-07-19T00:00:00.000-04:00,,False,0.089,0.0,0.0,ANNUAL_INTEREST_RATE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
241,Creative office,9561851.00,Development eREIT,16,"{'description': 'Acquire real estate that needs improvements and / or lease-up.', 'id': '3', 'name': 'Value add', 'urlSlug': 'value-add'}",Development eREIT,images/reit-elements/241/d5ef079e-09c1-46d2-b307-78437418ea73.jpg,images/reit-elements/241/75d67dba-8ec2-4f6b-b3e8-813f2aaabb1c.jpg,ACTIVE,Creative office,Address not disclosed,Los Angeles,CA,90016.0,34.02531,-118.34244,Jefferson Park,0.0,9561851,2019-07-25T00:00:00.000-04:00,,True,0.0,0.073,0.091,PROJECTED_RETURN_RANGE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
242,Riverstone apartments,4889956.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/242/04258b1c-35de-4701-b49d-1f6ac2b56d35.jpg,images/reit-elements/242/7a70784c-43f0-4b3f-887e-b525fe019267.jpg,REDEEMED,Multifamily,3990 Riverside Park Blvd,Macon,GA,31210.0,32.914476,-83.709586,,0.139,4889956,2019-07-18T00:00:00.000-04:00,2021-09-17T00:00:00.000-04:00,False,0.0,0.106,0.106,PROJECTED_RETURN_RANGE,14.0,"{'riskScore': '14', 'color': '#FFAF40', 'letter': 'C', 'subletter': '3', 'full': 'C3'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
243,Heritage at Riverstone apartments,6584958.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/243/96f70b4c-1980-42b7-910e-5642f013ec9c.jpg,images/reit-elements/243/da117f5e-986b-4ee6-a466-80c0138fff11.jpg,REDEEMED,Multifamily,101 Heritage Drive,Canton,GA,30114.0,34.254733,-84.486764,,0.139,6584958,2019-07-18T00:00:00.000-04:00,2021-09-17T00:00:00.000-04:00,False,0.0,0.106,0.106,PROJECTED_RETURN_RANGE,14.0,"{'riskScore': '14', 'color': '#FFAF40', 'letter': 'C', 'subletter': '3', 'full': 'C3'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
244,Ten35 Alexander apartments,4360199.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/244/77d59484-fbd5-4d7c-ad3b-d65e0ffb8cea.jpg,images/reit-elements/244/4d027479-3be2-42f1-bb73-ef31cb450581.jpg,REDEEMED,Multifamily,1035 Alexander Drive,Augusta,GA,30909.0,33.517518,-82.027095,,0.139,4360199,2019-07-18T00:00:00.000-04:00,2021-09-17T00:00:00.000-04:00,False,0.0,0.106,0.106,PROJECTED_RETURN_RANGE,14.0,"{'riskScore': '14', 'color': '#FFAF40', 'letter': 'C', 'subletter': '3', 'full': 'C3'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
245,Falls at Spring Creek apartments,5097890.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/245/fc148f5d-83f8-4075-bc3e-4e9d3830a2ab.jpg,images/reit-elements/245/99797a09-4be0-418a-9d12-825d3869bd4f.jpg,REDEEMED,Multifamily,1900 Wesleyan Drive,Macon,GA,31210.0,32.927382,-83.717429,,0.139,5097890,2019-07-18T00:00:00.000-04:00,2021-09-17T00:00:00.000-04:00,False,0.0,0.106,0.106,PROJECTED_RETURN_RANGE,14.0,"{'riskScore': '14', 'color': '#FFAF40', 'letter': 'C', 'subletter': '3', 'full': 'C3'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
246,Legacy at River Crossing,3353238.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/246/072d212d-ddae-425f-856c-0d7d492467d0.jpg,images/reit-elements/246/c3175533-095a-4ef7-a154-aeb96c766292.jpg,REDEEMED,Multifamily,1800 Wesleyan Dr,Macon,GA,31210.0,32.925716,-83.717687,,0.139,3353238,2019-07-18T00:00:00.000-04:00,2021-09-17T00:00:00.000-04:00,False,0.0,0.106,0.106,PROJECTED_RETURN_RANGE,14.0,"{'riskScore': '14', 'color': '#FFAF40', 'letter': 'C', 'subletter': '3', 'full': 'C3'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
247,Mixed-use property,2140000.00,West Coast eREIT,5,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",West Coast eREIT,images/reit-elements/247/e84064ce-3df9-40f5-9f93-9db400bf847d.jpg,images/reit-elements/247/7d4d034a-4ec9-45b9-acf5-f11b76f0bd58.jpg,ACTIVE,Other,Address not disclosed,Los Angeles,CA,90016.0,34.025799,-118.336521,Jefferson Park,0.0,2140000,2019-06-20T00:00:00.000-04:00,,False,0.0,0.093,0.123,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
248,Creative office,4065000.00,West Coast eREIT,5,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",West Coast eREIT,images/reit-elements/248/3635a73c-1170-47d9-adec-48ab9057cd37.jpg,images/reit-elements/248/99a792f8-3e0a-4c03-8c99-6d255339126c.jpg,ACTIVE,Creative office,Address not disclosed,Los Angeles,CA,90016.0,34.02528,-118.33616,Jefferson Park,0.0,4065000,2019-07-22T00:00:00.000-04:00,,False,0.0,0.11,0.16,PROJECTED_RETURN_RANGE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
249,Multifamily,1152000.00,Growth eREIT II,12,"{'description': 'Acquire real estate that needs improvements and / or lease-up.', 'id': '3', 'name': 'Value add', 'urlSlug': 'value-add'}",Growth eREIT II,images/reit-elements/249/13e63849-ebac-489c-b7af-9f67bdfd8ba5.jpg,images/reit-elements/249/528ae51e-5dc1-4748-806d-b041f15d79af.jpg,ACTIVE,Multifamily,Address not disclosed,Los Angeles,CA,90016.0,34.024102,-118.34375,Jefferson Park,0.0,1152000,2019-08-02T00:00:00.000-04:00,,False,0.0,0.051,0.136,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
250,Creative office,4120000.00,Growth eREIT II,12,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Growth eREIT II,images/reit-elements/250/f6d69da6-8dea-44f8-a673-3710ce95603c.jpg,images/reit-elements/250/02f9560a-0f35-466d-b8f5-f642bf96de2a.jpg,ACTIVE,Creative office,Address not disclosed,Los Angeles,CA,90016.0,34.02581,-118.34119,Jefferson Park,0.0,4120000,2019-08-07T00:00:00.000-04:00,,False,0.0,0.064,0.12,PROJECTED_RETURN_RANGE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
251,Multifamily,4195000.00,Development eREIT,16,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Development eREIT,images/reit-elements/251/8812bee4-38bf-4ff4-a5db-cca39d7e2f1b.jpg,images/reit-elements/251/01418eee-9916-4b6d-a99b-ded38e295161.jpg,ACTIVE,Multifamily,Address not disclosed,Los Angeles,CA,90016.0,34.024196,-118.334727,South LA,0.0,4195000,2019-07-31T00:00:00.000-04:00,,False,0.0,0.096,0.155,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
252,Belterra Apartments,4427753.00,Heartland eREIT,4,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Heartland eREIT,images/reit-elements/252/97d8ad89-a36f-4dbc-96a4-f241820cdbdb.jpg,images/reit-elements/252/1b6bcfd4-8a2b-4bcb-88fb-122a3fae7a26.jpg,REDEEMED,Multifamily,13015 Audelia Road,Dallas,TX,75243.0,32.924721,-96.71911,,0.101,4427753,2019-08-15T00:00:00.000-04:00,2022-10-19T00:00:00.000-04:00,True,0.09,0.0,0.0,ANNUAL_INTEREST_RATE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
253,Estancia Apartments,3102247.00,Heartland eREIT,4,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Heartland eREIT,images/reit-elements/253/29bc4ae5-a1de-450d-b311-d51f22f65a40.jpg,images/reit-elements/253/8b4f3eed-52d8-455b-b424-576001050bf0.jpg,ACTIVE,Multifamily,13030 Audelia Road,Dallas,TX,75243.0,32.924584,-96.715232,,0.0,3102247,2019-08-15T00:00:00.000-04:00,,True,0.09,0.0,0.0,ANNUAL_INTEREST_RATE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
254,The Watson Apartments,4275000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/254/b068039e-b77e-4cc5-8c42-fe3acf755a81.jpg,images/reit-elements/254/ab7a6268-fa99-4615-8b4c-f8f72cc15572.jpg,REDEEMED,Preferred equity,3090 Outlet Pkwy,Grand Prairie,TX,75052.0,32.683089,-97.06117,,0.095,4275000,2019-09-06T00:00:00.000-04:00,2021-04-15T00:00:00.000-04:00,False,0.095,0.0,0.0,ANNUAL_INTEREST_RATE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
255,Park 20 Apartments,7000000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/255/18129edd-936f-4bfc-b2fd-6b2af394999b.jpg,images/reit-elements/255/90b443d4-8eb2-4835-9b22-b8ea455c32a5.jpg,REDEEMED,Preferred equity,10227 20th St SE,Lake Stevens,WA,98258.0,47.980033,-122.093693,,0.15,7000000,2019-09-05T00:00:00.000-04:00,2020-05-15T00:00:00.000-04:00,False,0.1075,0.0,0.0,ANNUAL_INTEREST_RATE,15.0,"{'riskScore': '15', 'color': '#FF884C', 'letter': 'D', 'subletter': '1', 'full': 'D1'}",False,False,"{'description': 'The capital of the Pacific Northwest is a tech mecca situated on a narrow strip of land. Scarcity of real estate combined with massive wealth creation has driven nation-leading price appreciation, and opportunities for smart investors.', 'name': 'Seattle', 'thumbnailUrl': 'images/market-thumbnails/ef9e4aa8-cd4b-4dfc-b05a-ca153142e25d.jpg', 'urlSlug': 'seattle'}",
256,Station East,28000000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/256/c43cb1fe-c25d-4ace-8705-a647881b2344.jpg,images/reit-elements/256/4ebc2050-c233-4d93-980b-640461bc6c9e.jpg,ACTIVE,Real estate debt,700 Decoto Rd,Union City,CA,94587.0,37.595903,-122.016605,,0.0,28000000,2019-09-03T00:00:00.000-04:00,,False,0.085,0.0,0.0,ANNUAL_INTEREST_RATE,10.0,"{'riskScore': '10', 'color': '#3FBFFF', 'letter': 'B', 'subletter': '2', 'full': 'B2'}",False,False,,
257,Multifamily,2192250.00,East Coast eREIT,3,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",East Coast eREIT,images/reit-elements/257/85203086-edd1-4549-9f7f-3689235f3162.jpg,images/reit-elements/257/ae241fc0-35d8-47a5-a579-33e7ee43cb5e.jpg,ACTIVE,Multifamily,1411 Hampton Ave,Greenville,SC,29601.0,34.866291,-82.41892,,0.0,2192250,2019-08-16T00:00:00.000-04:00,,True,0.0,0.098,0.129,PROJECTED_RETURN_RANGE,14.0,"{'riskScore': '14', 'color': '#FFAF40', 'letter': 'C', 'subletter': '3', 'full': 'C3'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
258,Hampton Station,2750000.00,East Coast eREIT,3,"{'description': 'Acquire real estate that needs improvements and / or lease-up.', 'id': '3', 'name': 'Value add', 'urlSlug': 'value-add'}",East Coast eREIT,images/reit-elements/258/e581f041-b108-4f82-a3ad-f2a02d3f96e6.jpg,images/reit-elements/258/ba24a15b-87f2-49f4-8ed2-405015870c66.jpg,ACTIVE,Multifamily,1320 Hampton Ave,Greenville,SC,29601.0,34.86597,-82.41553,,0.0,17810000,2019-08-16T00:00:00.000-04:00,,True,0.0,0.098,0.129,PROJECTED_RETURN_RANGE,13.0,"{'riskScore': '13', 'color': '#FFC533', 'letter': 'C', 'subletter': '2', 'full': 'C2'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
258,Hampton Station,15060000.00,Development eREIT,3,"{'description': 'Acquire real estate that needs improvements and / or lease-up.', 'id': '3', 'name': 'Value add', 'urlSlug': 'value-add'}",East Coast eREIT,images/reit-elements/258/e581f041-b108-4f82-a3ad-f2a02d3f96e6.jpg,images/reit-elements/258/ba24a15b-87f2-49f4-8ed2-405015870c66.jpg,ACTIVE,Multifamily,1320 Hampton Ave,Greenville,SC,29601.0,34.86597,-82.41553,,0.0,17810000,2019-08-16T00:00:00.000-04:00,,True,0.0,0.098,0.129,PROJECTED_RETURN_RANGE,13.0,"{'riskScore': '13', 'color': '#FFC533', 'letter': 'C', 'subletter': '2', 'full': 'C2'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
259,Single-family rental,266000.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/259/1c80ca84-9982-4239-960f-58d8ff75d641.jpg,images/reit-elements/259/157658a3-07f1-419c-a087-5ceea007cdc5.jpg,ACTIVE,Single-family rental,Address not disclosed,Atlanta,GA,30310.0,33.739241,-84.418673,West End,0.0,266000,2019-09-16T00:00:00.000-04:00,,True,0.0,0.058,0.127,PROJECTED_RETURN_RANGE,10.0,"{'riskScore': '10', 'color': '#3FBFFF', 'letter': 'B', 'subletter': '2', 'full': 'B2'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
260,Single-family rental,697000.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/260/063b25eb-2684-4c4f-93ae-06f502095fe6.jpg,images/reit-elements/260/1215b46d-c850-48e6-88f9-17b01263e42e.jpg,ACTIVE,Single-family rental,Address not disclosed,Los Angeles,CA,90018.0,34.021,-118.31866,Jefferson Park,0.0,697000,2019-08-20T00:00:00.000-04:00,,True,0.0,0.058,0.127,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
261,Industrial,5850000.00,Development eREIT,16,"{'description': 'Acquire real estate that needs improvements and / or lease-up.', 'id': '3', 'name': 'Value add', 'urlSlug': 'value-add'}",Development eREIT,images/reit-elements/261/907e4334-d22d-41d7-a6fa-a67267c16b69.jpg,images/reit-elements/261/dadbcf42-d9e3-46ff-9555-e5533b4f21e6.jpg,ACTIVE,Industrial,Address not disclosed,Washington,DC,20002.0,38.915996,-77.000052,Eckington,0.0,5850000,2019-09-25T00:00:00.000-04:00,,False,0.0,0.076,0.109,PROJECTED_RETURN_RANGE,10.0,"{'riskScore': '10', 'color': '#3FBFFF', 'letter': 'B', 'subletter': '2', 'full': 'B2'}",False,False,,
262,Poinsett Apartments,14000000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/262/458c86f9-08c9-4251-b126-f0bb76a48af6.jpg,images/reit-elements/262/fccb4da6-e75f-4143-be1c-728dfd273b29.jpg,REDEEMED,Preferred equity,6001 Hampden Dr,Greenville,SC,29609.0,34.915799,-82.427639,,0.115,14000000,2019-09-30T00:00:00.000-04:00,2022-04-25T00:00:00.000-04:00,True,0.115,0.0,0.0,ANNUAL_INTEREST_RATE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
263,Ingleside Apartments,15000000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/263/8003a3a5-92d8-442d-8a5b-5f95311fe331.jpg,images/reit-elements/263/2ce4a571-d3b8-4125-b036-54b46bf44e4f.jpg,REDEEMED,Preferred equity,3730 Ingleside Blvd,Ladson,SC,29456.0,32.979619,-80.086633,,0.115,15000000,2019-09-30T00:00:00.000-04:00,2022-04-25T00:00:00.000-04:00,True,0.115,0.0,0.0,ANNUAL_INTEREST_RATE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
264,Single-family rental,697000.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/264/ce23d7b4-c01a-453e-956c-1f89babcbc8e.jpg,images/reit-elements/264/6782fbcd-4236-4691-b20b-190625c9ea1e.jpg,ACTIVE,Single-family rental,Address not disclosed,Los Angeles,CA,90062.0,34.00743,-118.30862,South Los Angeles,0.0,697000,2019-09-24T00:00:00.000-04:00,,True,0.0,0.054,0.119,PROJECTED_RETURN_RANGE,10.0,"{'riskScore': '10', 'color': '#3FBFFF', 'letter': 'B', 'subletter': '2', 'full': 'B2'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
265,Single-family rental,668000.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/265/df671ec8-4e97-48bd-81ef-c3620b93527b.jpg,images/reit-elements/265/5f1ddb9a-797b-461f-947b-89f0324ce93d.jpg,ACTIVE,Single-family rental,Address not disclosed,Los Angeles,CA,90018.0,34.023518,-118.327443,South Los Angeles,0.0,668000,2019-10-02T00:00:00.000-04:00,,True,0.0,0.058,0.127,PROJECTED_RETURN_RANGE,10.0,"{'riskScore': '10', 'color': '#3FBFFF', 'letter': 'B', 'subletter': '2', 'full': 'B2'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
